roomType,stars,address,numberOfGuests,primaryHost/smartName,price,firstReviewComments,firstReviewRating
Entire condo,4.83,"Las Vegas, Nevada, United States",4,Las Vegas Condo Rentals,,"Great location, it’s right off the strip walking distance from food and entertainment. Easy check in and comfortable setting. I will surely book again on my next trip back to Las Vegas !",5.0
Entire condo,4.93,"Las Vegas, Nevada, United States",4,Las Vegas Condo Rentals,,Cool place,4.0
Private room in resort,4.92,"Las Vegas, Nevada, United States",4,Theron,,Looking forward to staying there again. Everything was wonderful. The app he has with all the information is amazing. Above and beyond.,5.0
Entire home,4.88,"Las Vegas, Nevada, United States",16,Shad,,This was an outstanding place to stay and the host was extremely responsive.  Very clean and close to the south end of the strip (7min).  Only 20 minutes to the LVCC…<br/>Neighborhood was quiet.<br/>Shaz was very friendly and always communicated within a few minutes.<br/>This was a great place to stay and we will definitely return…,5.0
Entire serviced apartment,4.78,"Las Vegas, Nevada, United States",4,Michael,,Beautiful room on the 51st floor! Definitely perfect for couples or a good celebration.,5.0
Entire home,4.77,"Las Vegas, Nevada, United States",8,Annie,,"Perfect location -- 20 minutes from the strip, close to grocery stores and restaurants.  <br/>I loved the soaking tub in the large master bath.",4.0
Entire condo,4.86,"Las Vegas, Nevada, United States",4,Lee,,"Great stay, lots within walking distance, monorail stop also convenient. Great place to stay if in town !",5.0
Entire serviced apartment,4.75,"Las Vegas, Nevada, United States",4,LuckyStar,,Fun,5.0
Entire condo,5.0,"Las Vegas, Nevada, United States",4,Tina,,"Great stay, great location. We loved that they provided all the basic stuff we needed like water, coffee, salt and pepper, and other amazing details.",5.0
Entire serviced apartment,4.8,"Las Vegas, Nevada, United States",16,Marsha,,Highly recommend! Very convenient hidden gem in the heart of the strip. Marsha was SUPER responsive and made this stay a blast! We had 13 guests for a bachelor party and it was the perfect spot for everyone to be together. 10/10 would recommend!,5.0
Entire guest suite,4.9,"North Las Vegas, Nevada, United States",2,Marisela,,The neighborhood is very quiet which is what we wanted. Place is very neatly maintained and had all amenities as mentioned.,5.0
Entire villa,,"Henderson, Nevada, United States",8,Michael,,,
Entire guesthouse,4.93,"Las Vegas, Nevada, United States",4,Ailyn,,"Great stay at Ailyn, 14 min drive from the strip.  Place was great very clean and comfortable. Definitely recommend.",5.0
Private room in bungalow,5.0,"Las Vegas, Nevada, United States",1,Michael,,"Michael is an amazing host! He's attentive,  easy to reach, and quick to respond to any questions you may have. A hell of a deal considering how hectic Las Vegas is",5.0
Entire serviced apartment,5.0,"Las Vegas, Nevada, United States",4,Jesse,,Accurate check in details from the host made it easy to get in and out.,5.0
Room in hotel,,"Las Vegas, Nevada, United States",2,Suiteness,,,
Entire condo,4.89,"Las Vegas, Nevada, United States",4,Sky702,,"It's about 15 minutes driving from the Strip. For us, that was perfect. Free parking in front of the building. Great apartment at 1st floor. We missed some basic stuff like dishcloth, extra garbage bags and kettle. All the basics are in the apartment. The laundry section was great!! Big refrigerator with lot of space. At some places it was not spotless clean (under bed, oven, stove). Some broken stuff like a chair, light in the closet and we missed a knob of the stove. All small defects. Sometimes we had a little weird neighbours (smell of weed) and a little bit noisy. But at the end it was a perfect stay for the money. In the beginning the WiFi was perfect, but after 1,5 week it was terrible. Unfortunately never got back the great signal. Close to the airport and in the night no trouble with the planes. The host responded very fast via the app. Perfect communication. Never met them. We should stay here again. Thanks for all the service.",5.0
Entire condo,4.87,"Las Vegas, Nevada, United States",4,Las Vegas Condo Rentals,,It was wonderful,5.0
Entire guest suite,4.98,"Las Vegas, Nevada, United States",2,Crystal,,"I specifically wanted this area, knowing the las vegas area for many years, as it sits outside away from the Strip about 15 minutes. It was comfortable, clean and private. I was a little cold and she allowed me to adjust the temperature to my liking without hesitation. The extras were an added bonus, complimentary water and treats, shampoo & conditioner etc. She does have very specific requests as well. She asks you to use make up wipes instead of wash cloths & to take the trash out. Everything was delightful and I'd definitely stay again. Well worth the money.",5.0
Tiny home,4.95,"Las Vegas, Nevada, United States",2,Alejandro,,The place was clean and adorable. I really enjoyed what they did with the tiny house.,5.0
Entire condo,5.0,"Las Vegas, Nevada, United States",4,Keller,,"I loved my stay in this apartment! Stayed over one month and had no issues at all, Keller was a very responsive host. The apartment is fully equipped, has everything you need, and looks just like the photos. The location is also great. I did not have a car during my stay, but everything was very walkable. I walked to the Sphere twice and took around 15-20 minutes, while walking to the strip could also take around 20 minutes. Uber rides pretty much anywhere near the strip would be between $9-$13 per ride and arrive quickly. Package deliveries are made right at the door of the apartment so that was also very convenient, and it was nice to have access to a gym, pool and other amenities. Would definitely come back here again, highly recommended!",5.0
Private room in home,4.93,"Las Vegas, Nevada, United States",2,Steve,,"Loved it!  Clean and safe.  Loved the welcome from the cat too, loves people.  Highly recommend.",5.0
Entire home,4.97,"North Las Vegas, Nevada, United States",10,Osmar,,Awesome place!! Amazing host and great at communicating everything we needed!,5.0
Entire guest suite,4.86,"Las Vegas, Nevada, United States",4,Dee,,I am a returning customer to this location. Appreciated the amenities once again.,5.0
Entire condo,5.0,"Henderson, Nevada, United States",6,Sid,,Sid is a most excellent host! Beautiful property! Up to date condo . We all enjoyed our stay so much ! Thank you Sid! We’ll be back for sure !,5.0
Entire home,4.98,"Las Vegas, Nevada, United States",6,Christa,,Had a great stay here! The place was exactly as pictured and everything needed was provided. Kitchen and bathroom were very clean and updated. Christa and her team were super responsive and proactive about reaching out to make sure we had everything necessary. Instructions were super clear on getting into the house and the one car garage connecting straight into the house was great for loading and unloading your things from the car. Would love to stay here again!,5.0
Private room in home,4.93,"Las Vegas, Nevada, United States",2,Grace,,"There was nothing that stuck out to me to rave about, it was simply a place to stay. Not sure if price is worth the room in this shared airbnb house. The bathroom and bedroom had a really funky smell that stayed the duration I was there. Bathroom also wasn’t the cleanest. Advertise free parking on premises but they also rent out the other rooms in the house so there are multiple cars being parked here from other guests, often times being left with street parking options only- something to keep in mind as there’s not a guaranteed spot for off street. Wouldn’t rebook this spot in the future.",4.0
Entire home,4.78,"Las Vegas, Nevada, United States",5,Krystal,,"Felt right at home….clean, has all the basic necessities and perfect for a small family weekend getaway. Recommended",5.0
Private room in townhouse,4.79,"Las Vegas, Nevada, United States",1,Karla,,"I really like the neighborhood, its quiet and peaceful, away from the main roads and has a walking path full of shady trees. Her house is very clean and she was always responsive.",5.0
Entire guest suite,4.83,"Las Vegas, Nevada, United States",2,Barbara,,The place was exactly how it was described. Barbara prepared everything we needed for a week long day. Instructions were clear and Barbara was very responsive.<br/>The place was very convenient if you want to explore the area outside the Strip.,5.0
Entire rental unit,5.0,"Las Vegas, Nevada, United States",6,Zohar,,"Zohar's unit had tasteful furnishings, good towels and sheets and the sharpest knives I have ever seen in a rental.  Yay Zohar!  It was well equipped, had comfy seating, a nice desk, spacious dining table (our 2nd desk) and was very TV friendly.  I recommend this place to stay.",5.0
Private room in home,4.96,"Las Vegas, Nevada, United States",2,Dirrek & Daisy,,Dirrek was incredible.  He always responded to my messages promptly and courteously. He was very friendly and we felt right at home as soon as we met him and walked into the home. We definitely recommend Dirrek and Daisy's home if you're looking for a spot off of the strip in a beautiful neighborhood.,5.0
Entire home,4.59,"Las Vegas, Nevada, United States",12,Stey Rentals And Team,,lovely team especially Jackie super professional and was always there.,5.0
Entire home,4.83,"Las Vegas, Nevada, United States",9,Jason,,Jason was a good host. would recommend.,5.0
Private room in guesthouse,5.0,"Las Vegas, Nevada, United States",2,Aimee,,"Great host, Great House, and a Great location. <br/>10 out of 10",5.0
Entire rental unit,4.63,"Las Vegas, Nevada, United States",6,Bnv,,"A good location, very close to the Strat which is the beginning of the Strip. The house is clean and matches the description and photos, it's also very well secured. The area around the house however felt a bit unsafe for us, we were a family with a baby, so we were perhaps too cautious. The hosts were really responsive and helpful and our overall experience was good.",4.0
Private room in home,4.92,"Las Vegas, Nevada, United States",2,Antonio,,Great place. Very spacious. Mini fridge was a plus for us. AC heater works really well.,5.0
Entire rental unit,4.77,"Las Vegas, Nevada, United States",4,Sarah,,Great service,5.0
Private room in home,5.0,"Las Vegas, Nevada, United States",2,Ana,,"This place can be explained with only 7 letters. P, E, R, F, E, C, T. You will be surprised with the coffee and tea collections Ana prepared. And the water in the refrigerator also will satisfy you. Clean and cozy room and clean restroom is also satisfies you. And the village is calm and safe. Although it needs 20 min. to get to the strip, still Ana's place is worth staying. As a work  I come by Vegas several times a year, And definitely I'd like to stay here next time. Thank you Ana and her family.",5.0
Entire condo,4.95,"Las Vegas, Nevada, United States",4,Your Las Vegas Stay,,Very responsive and helpful host. Would definitely recommend. Hope to go back in the future and use this place.,5.0
Entire condo,4.68,"Las Vegas, Nevada, United States",4,Zelloo,,"Great place, space was nice and clean only complaint was the parking I was unable to park at Signature and had to park at the MGM garage. Long walk to Signature with luggage. Everything else was perfect! Would definitely stay again!",5.0
Entire villa,4.9,"Las Vegas, Nevada, United States",6,Lorie,,Bang for your buck this location was perfect for a weekend getaway in Vegas we really enjoyed our stay.,5.0
Private room in home,4.92,"Las Vegas, Nevada, United States",2,Gary,,Really close to the airport. Great place to crash before an early flight.  Gary was very accommodating and welcoming.,5.0
Entire townhouse,4.87,"Las Vegas, Nevada, United States",4,David,,Everything about the stay met expectations and plan on returning,5.0
Entire guest suite,4.67,"Las Vegas, Nevada, United States",2,Roxy,,"Quiet, comfortable, clean, great location for us, responsive host. We loved our stay.  Thank you.",5.0
Private room in home,4.88,"Las Vegas, Nevada, United States",2,Heung,,"Heung is a great host—he offered us coffee each morning. He was very responsive to my messages before and during our stay! His house is clean, and both the bedroom and bathrooms were well-stocked and tidy. Instructions were clear and parking was not an issue. Would come back again!",5.0
Room in hotel,5.0,"Las Vegas, Nevada, United States",2,Cindy,,"Nice place right near shopping, Starbucks, CVS and of course the strip! Great stay.",5.0
Private room in home,4.93,"Las Vegas, Nevada, United States",2,Claudia,,Had a great stay at Claudia’s place. Hubby and I decided to visit Las Vegas and it was perfect for us. The rooms are a bit close together so when we came in late I did try to be mindful of noise and chatter we made. Room and bathroom were extremely clean and like that no shoes are allowed in the home. Would stay again. Thank you!,5.0
Private room in townhouse,5.0,"Las Vegas, Nevada, United States",2,Vic,,loved our over all stay!  very beautiful and peaceful stay. Vic was very welcoming!!!,5.0
Entire home,4.75,"Las Vegas, Nevada, United States",8,Fred And Patty,,Thank you Fred and Patty for the wonderful stay!,5.0
Private room in resort,4.78,"Las Vegas, Nevada, United States",4,Michelle,,This was a great stay for a last minute booking. Definitely comfortable and easy to get around.,5.0
Entire condo,4.71,"Las Vegas, Nevada, United States",4,Maya,,nice place great access to the strip,5.0
Entire bungalow,4.78,"Las Vegas, Nevada, United States",6,Dj,,the house was really nice and just what we needed. DJ went above and beyond to make sure we were taken care of. we will absolutely be contacting him again when we go back next year,5.0
Entire home,4.8,"Las Vegas, Nevada, United States",6,Mandi,,"five stars!!! It was a very safe and quiet area. The dishes and basic amenities were well organized, making our family to stay very comfortable and she were very kindly communicated with us. highly recommended this house if you are plan to stay near the strip.",5.0
Entire home,4.9,"Las Vegas, Nevada, United States",2,Patrick,,It is a nice and quiet studio in Patrick's backyard. It is clean and spacious enough. Patrick  was very responsive and friendly. We really enjoyed our stay. <br/>The studio is located a bit far away from downtown and it is not close and safe to walk so you need to take a taxi every time.,5.0
Entire condo,4.8,"Las Vegas, Nevada, United States",5,David,,No complaints,5.0
Private room in resort,4.88,"Las Vegas, Nevada, United States",6,Kelly,,Very nice place. Close to the strip.,5.0
Entire condo,4.85,"Las Vegas, Nevada, United States",4,Las Vegas Condo Rentals,,"The Airbnb was not what I expected supplies where not good enough, tv channels were just regular channels, cooking amenities where not up to par, room temperature was not warm enough, fridge was not cold enough",3.0
Entire condo,4.55,"Las Vegas, Nevada, United States",2,Sky702,,Great place to stay. Easy access. Host was very friendly and responsive. Peaceful and quiet at night. Would definitely stay here again in the future.,4.0
Entire condo,,"Henderson, Nevada, United States",4,Betty,,,
Entire rental unit,4.54,"Las Vegas, Nevada, United States",4,Zelloo,,Great place to stay near the strip!,4.0
Entire home,4.94,"Las Vegas, Nevada, United States",7,Deborah,,"We love Deborah’s house. It was perfect for our team to spend an extended period of time. Very clean, great kitchen. Thank you!",5.0
Room in hotel,5.0,"Las Vegas, Nevada, United States",8,Suiteness,,"Easy check in. Amazing spot for a bachelorette weekend, and very responsive hosts.",5.0
Entire serviced apartment,4.77,"Las Vegas, Nevada, United States",4,StripViewSuites,,great place to stay.,5.0
Entire home,4.64,"Las Vegas, Nevada, United States",4,Brandy,,"Thank you, Brandy! You were a wonderful host. I will definitely look for your Airbnb again for a future stay. Made for a wonderful Vegas vacation coming from New Mexico. Spacious, convenient, close to the strip. I felt right at home every bit of my stay.",5.0
Entire condo,4.65,"Las Vegas, Nevada, United States",5,Klinton,,great place,5.0
Entire home,4.97,"North Las Vegas, Nevada, United States",6,Tom & Mei,,"Tom and Mei's place was in a quiet neighborhood about 30 minute drive from the excitement of downtown Las Vegas so it was perfect to drive to each day to visit, but still able to retreat to their place after. The hot tub was perfect after our long day of rock climbing in the park so we would recommend paying the additional hot tub fee!",5.0
Private room in resort,4.88,"Las Vegas, Nevada, United States",4,Michelle,,Excellent!!!,5.0
Entire home,4.96,"Las Vegas, Nevada, United States",12,Stey Rentals And Team,,Nice house with good bathrooms and a great kitchen. Would definitely come back! <br/>Great communication by the hosts as they replied quickly to all the messages we sent.,5.0
Entire condo,4.86,"Las Vegas, Nevada, United States",4,Kris,,House was exactly like the pictures. Host was easy to contact and very helpful. My stay was a pleasure and I would recommend it to anyone.,5.0
Entire guest suite,4.97,"North Las Vegas, Nevada, United States",2,Rose,,It was great! Everything exceeded my expectations. Very clean and she left water bottles which was very thoughtful.,5.0
Private room in home,4.97,"Las Vegas, Nevada, United States",2,Leena,,clean and spacious,5.0
Entire home,4.8,"Las Vegas, Nevada, United States",9,Escape Travel Club,,A great house in a safe neighborhood!,5.0
Private room in home,4.88,"Las Vegas, Nevada, United States",2,Sixto,,This was my first time using AirBnB and I was really nervous . I can say this was the most peaceful room I’ve booked . The house was very clean and stayed clean the room was a good enough size for me and was ready when I arrived . My host was very polite and respectful. I honestly felt like I was staying with a relative. That how at home I felt and it was New Years Weekend so other than the fireworks it as quiet . I would 100% would book this place again. Worth the money for sure . Thank you guy I genuinely appreciate you for having me. God Bless and Happy New Year.,5.0
Entire serviced apartment,4.83,"Las Vegas, Nevada, United States",4,Alex,,The place and location exceeded expectations. It was so nice to have free valet parking and we didn’t have to walk through a casino to check in. The workout room was conveniently located next to the elevators and had a great selection of equipment.<br/>We will definitely stay here gain.,5.0
Entire condo,4.65,"Las Vegas, Nevada, United States",4,Aj,,Great place to stay. Really close to the strip. Tons of food places around the house. House was clean and really comfortable. Plenty of parking. A++ place,5.0
Entire condo,4.93,"Las Vegas, Nevada, United States",4,Kathy,,"Fantastic views of the mountains, super convenient if you have a car, and Kathy is a wonderful host",5.0
Entire condo,5.0,"Las Vegas, Nevada, United States",4,Jack,,Jack's place is the perfect spot to stay if you want to experience Vegas off the strip. Very close drive or Lyft ride to both the strip and downtown Vegas when you want to explore. There are a lot of great local restaurants near by as well.,5.0
Entire home,4.82,"Las Vegas, Nevada, United States",10,Rafi,,Good space for what we needed,5.0
Entire condo,4.81,"Las Vegas, Nevada, United States",5,Denis,,As described and easy to connect all over Vegas.,5.0
Entire home,4.93,"Las Vegas, Nevada, United States",12,Arsen,,great time ....great stay,5.0
Room in hotel,,"Las Vegas, Nevada, United States",4,Griselda,,,
Entire condo,4.81,"Las Vegas, Nevada, United States",4,Neel,,"For those looking to be close to DTLV this is the place for you. Convenient covered parking, gym, pool. DJ was very accommodating - they are excellent hosts. Close to Fremont St. A little loud at times, but those who are coming to Vegas to let their hair down will find it refreshing.",5.0
Entire condo,4.77,"Las Vegas, Nevada, United States",2,V&L Home,,Had everything I needed. Not much else to say.,5.0
Entire serviced apartment,4.77,"Las Vegas, Nevada, United States",4,StripViewSuites,,"Perfect place for Super Bowl weekend, clean, safe, easy to get places and very reasonable",5.0
Entire serviced apartment,4.87,"Las Vegas, Nevada, United States",2,Scott,,"Great stay, loved everything about it!<br/>Scott is a great Scott, place looks better than pictures, very clean.<br/>Location is perfect. I’d stay again! Thanks Scott!",5.0
Entire guest suite,4.81,"Las Vegas, Nevada, United States",2,Stephanie,,Great dog friendly stay close to the strip!,4.0
Entire guesthouse,4.95,"Las Vegas, Nevada, United States",3,Megan,,"Always a Great place to stay, very close to work and the strip.      Love the peace and quiet.",5.0
Entire serviced apartment,4.78,"Las Vegas, Nevada, United States",4,Alex,,"It was really pretty, great attention, really clean, cero complaints",5.0
Private room in home,4.89,"Las Vegas, Nevada, United States",2,Gary,,excellent stay thanks,5.0
Entire guest suite,4.9,"Las Vegas, Nevada, United States",4,Iliana M,,Flawless check-in and communication with host. Very nice stay with extra little touches included!,5.0
Entire rental unit,4.84,"Las Vegas, Nevada, United States",4,D.D.,,Great overall experience. Great host. Will book again next time in vegas,5.0
Entire home,4.81,"Las Vegas, Nevada, United States",2,S & K,,"They were super nice. They reached out a few times just checking to see if everything was good. The WiFi/Internet was hard to work with, But I don't know if that is a fault of theirs.",4.0
Entire condo,4.81,"Las Vegas, Nevada, United States",4,Steven,,"The biggest complaint was the broken window in the bedroom, covered by plastic, allowing cold air to come in. Even with the heater up full blast I guess we’re unable to sleep due to the cold. There were dirty towels on the bathroom floors and the shower valve adjustment was either too cold or scorching hot.",3.0
Entire serviced apartment,4.87,"Las Vegas, Nevada, United States",4,Alex,,The condo was super clean and comfortable! Great location and will definitely be staying here again next time we are in Vegas!,5.0
Entire home,4.87,"Las Vegas, Nevada, United States",2,Daniel,,"Nice, clean, calm place. Daniel was a good host, responded to all messages very quickly, even in the middle of the night. He even leaves stocks of groceries like rice, beans, cooking oil, etc., which can come in very handy. The only minus for the place was that there was no thermostat and it was less than ideal to use an extra space heater with no control over when the central heating would turn on and off. Overall,  a great value and a comfortable place to stay.",4.0
Entire home,4.61,"Las Vegas, Nevada, United States",2,Ricky,,fairly clean.  Bad bed. Hard and nousy rubbery mattress liner and bad bed cover.  very noisy right next to 4 lane Blvd.  we cancelled our 5 day stay after day 1.  Owner used a translator  to communicate  and was hard to understand.  Bars on windows felt like a prison. depressing  place.  it was clean and equipped.  cheap furniture.   We did get a refund so we appreciated that.,1.0
Entire condo,4.77,"Las Vegas, Nevada, United States",4,Las Vegas Condo Rentals,,"Second time we stay here and was awesome. Great location, walking distance to the strip. Would stay here again!",5.0
Entire home,4.74,"Las Vegas, Nevada, United States",8,Samantha,,Great place to stay for an extended visit,5.0
Entire guesthouse,4.86,"Henderson, Nevada, United States",4,Annie,,Nice place clean easy check in host was amazing will stay here again !,5.0
Private room in home,5.0,"North Las Vegas, Nevada, United States",2,Solange,,"My stay at Solange and Marlin’s Air BnB was very amazing.  Their hospitality was great and the house is amazing.  It was the perfect place for an extended stay and very budget friendly.  The house is in a great location in Aliante, North Las Vegas.  There are shopping centers/grocery stores within a 5 minute drive from the house.  Additionally, there is easy access to the 215/I-15 to get around town and into the city/strip area.  The house is so comfy and in a very quiet neighborhood.  I couldn’t have asked for more.  The room I stayed in was a private suite with private bathroom and came with a mini fridge, microwave, TV with Hulu/Roku, plus access to laundry and the kitchen, everything I needed to have a comfy extended stay.  Solange and Marlin are true superhosts and I definitely recommend staying with them if you are looking for quality hospitality in Las Vegas.",5.0
Entire condo,4.91,"Las Vegas, Nevada, United States",4,Ben,,"100% recommend Ben’s place. The photos don’t do it justice, it’s so spacious. Distance to the strip was perfect for us and there’s plenty of restaurants and stores around the apartment too. Area felt very safe and was quiet for relaxing after a long day.",5.0
Room in hotel,4.78,"Las Vegas, Nevada, United States",4,Michelle,,very nice plan.,5.0
Entire condo,4.78,"Las Vegas, Nevada, United States",4,Kevin,,"I stayed 3 months.  It was comfortable, in a great area and I felt very safe.  Kevin was easy to get a hold of, was responsive and friendly.   I would recommend anyone staying there.",5.0
Entire villa,4.99,"Las Vegas, Nevada, United States",6,Joy,,"This place was great! Perfect distance to airport and the strip. It was clean and spacious. Joy was super responsive whenever we contacted her. We were very happy with the house supplies provided, though for the size of our group it would have been nice to have extra towels. The towels provided were almost exact to the head count and a bit worn out. Despite this minor thing, I absolutely recommend and would stay here again!! It was perfect, really.",5.0
Room in hotel,4.68,"Las Vegas, Nevada, United States",6,Jack,,Overall it was a good stay for our family of 5. The location was great and we loved being able to walk to the strip from the place! The room did have a bad smell; kind of like it used to be a smoking room and they never got the smell out. You get used to it but initially it smells really gross. Some of the bed sheets had stains and there wasn’t coffee for the coffee pot. It worked out fine but the room could use some attention to details.,3.0
Entire guest suite,4.92,"Las Vegas, Nevada, United States",4,Tomer Leigh,,"Very nice 2 bedroom. Backyard amenities are great. Close to freeways, UNLV and the strip. Hosts are very responsive! Would definitely stay here again!",5.0
Entire villa,4.86,"Las Vegas, Nevada, United States",2,V&L Home,,"outside photo is misleading. decent for a short stay once heater figured out. no spatula, other kitchen amenities appreciated",4.0
Entire condo,4.21,"Las Vegas, Nevada, United States",4,Lee,,Place was as described and host was pleasant,5.0
Entire home,4.76,"Las Vegas, Nevada, United States",6,John,,"Great place to stay and was central a lot of the parts of Vegas that we wanted to see. John was great to deal with, answered our questions prior to us getting there and was checking to make sure we got in the place. Great place.",5.0
Entire home,4.88,"Las Vegas, Nevada, United States",6,Dennis,,Great place to stay close to the strip and many other locations.,5.0
Entire home,4.88,"Las Vegas, Nevada, United States",9,Tara,,"I was staying in town for the month of January. Tara reached out several times throughout my stay and was very responsive when I messaged her.  I arrived late in the evening due to a late flight so when I got in I went straight to bed.  The following day when I looked around the house I found used q-tips and dental floss picks left around the house.  There was hair on the walls of the master shower, dirty clothes beside and behind the washer and dryer, and many of the dishes had to be washed before I could use them.  The neighbor on the corner hosts karaoke parties at least once a week but most weeks it was at least 2 nights.  This was a problem as I worked early each morning.  When I left I stripped the bedding as requested and found the mattress to be covered in dark, nasty stains.  If I would have had another option for housing I would have left well before the end of my reservation.",3.0
Entire home,4.77,"Las Vegas, Nevada, United States",9,Jovita,,Jovita’s place was excellent for our stay. It was comfortable and relaxing.,4.0
Entire serviced apartment,5.0,"Las Vegas, Nevada, United States",2,Tania,,Everything was as described,5.0
Entire home,4.64,"Las Vegas, Nevada, United States",6,Shari,,She was very helpful and helped me in all aspects.,5.0
Entire rental unit,4.59,"Las vegas , Nevada, United States",4,E,,"The place was easy to find and the host was very quick to respond to messages. The place was clean and bright and there were no internet issues which was very important because my partner and I work remotely. I loved that it was pretty central so you could reach even the outskirts of Vegas within ~20 minutes! I really loved staying here and I think it’s a great place to stay if you’re staying in Vegas. The strip is only 10 minutes away by car.<br/>Thank you for letting us stay here, we enjoyed it!",5.0
Entire rental unit,4.74,"Henderson, Nevada, United States",5,Sid,,"The condo was impeccable, fully stocked and extremely comfortable.  We were very happy!",5.0
Entire home,4.89,"Las Vegas, Nevada, United States",8,Shad,,"The home was very nice. it was a little crowded with the other homes on the block (4 homes sharing the same driveway), but it had sufficient privacy and we never saw the other neighbors at all. the amenities were wonderful, a great desk to work at, very well stocked kitchen and bathroom amenities and a blessing with lots of children's toys that made our stay extra special for the kids. The host was extremely responsive and kind.",5.0
Entire home,4.92,"Las Vegas, Nevada, United States",10,Mikhail,,Host were extremely hospitable and place was exactly as described. I definitely recommend this place,5.0
Entire home,4.78,"North Las Vegas, Nevada, United States",6,Cynthia,,Nice place,5.0
Entire home,4.94,"Las Vegas, Nevada, United States",8,Shad,,The house is amazing and close to many attractions.  Definitely will recommend this location.,5.0
Entire condo,4.72,"Las Vegas, Nevada, United States",4,Kozi,,"This was my first time at this location but have stayed at all the orher properties every winter and summer season and it has always  been a great experience with a very responsive team and resolution if something is missing or not quiet working. Even right down to silly inquiries on  ""I cannot seem to get the TV to work"".  They are very helpful. I will continue to stay at any of their locations while traveling for work. I highly recommend.",5.0
Entire condo,3.67,"Las Vegas, Nevada, United States",2,Relocation,,Great service and responsive quickly.  Place was great and so close to the strip by a block.,5.0
Entire rental unit,4.69,"Las Vegas, Nevada, United States",4,Jin,,"Awesome stay! Would 10/10 recommend for people travelling with their pets. The unit is nice and spacious and comfortable. There’s grass areas within the complex which is good for taking the dog out, and there’s 💩 garbages everywhere which is super convenient. Location is central and close to everywhere you’ll need to go in Vegas. Amazing restaurants near by. I’ll be booking with Jin on my next trip to Vegas!",5.0
Entire townhouse,4.88,"Las Vegas, Nevada, United States",5,Mario J,,Clean and quiet. Would stay again.,5.0
Entire serviced apartment,4.77,"Las Vegas, Nevada, United States",4,StripViewSuites,,"This stay was very convenient, great location great price! Amenities were a plus, really enjoyed our time here will be back !",5.0
Entire home,5.0,"Henderson, Nevada, United States",6,Scott & Shelley,,Enjoyed our time! Great hosts & nice comfortable home.,5.0
Entire condo,4.9,"Las Vegas, Nevada, United States",4,Brooke,,thanks,5.0
Entire home,4.89,"Las Vegas, Nevada, United States",6,Mike,,Great host!,5.0
Entire serviced apartment,4.85,"Las Vegas, Nevada, United States",4,Alex,,Excellent Vegas stay! Will definitely return.,5.0
Entire condo,4.77,"Las Vegas, Nevada, United States",4,Louise,,The location is so perfect. Close enough to the strip and yet just far enough away to get a good night's rest. I would definitely recommend staying here!,5.0
Entire home,4.78,"Las Vegas, Nevada, United States",6,Christian,,"Great place to stay if you want to be close to all the action, but still want to get away from it all to relax. The backyard was our favorite! Great location. Cute little place. We’d stay again :)",5.0
Entire condo,4.6,"Las Vegas, Nevada, United States",6,Maya,,Maya was very kind & helpful. The place itself was okay but I appreciate the last minute availability,3.0
Entire rental unit,4.52,"Las Vegas, Nevada, United States",4,Canan,,The spot was cozy with all the amenities you could hope for. Easy check-in and the host was responsive and helpful. Highly recommend this property!,5.0
Entire home,4.92,"Las Vegas, Nevada, United States",6,Monty,,Great place to stay. No hassle and extremely helpful. Highly recommend.,5.0
Entire home,4.6,"Las Vegas, Nevada, United States",14,Plushy,,"Great house, even better host! The host was flexible with our early check-in and late check out! Very responsive and helpful!! Beautiful house and very close to the Las Vegas Strip! The pool and hot tub were our favorite! Our kids were able to swim in the heated pool and loves that! Thanks!!",5.0
Entire serviced apartment,4.82,"Las Vegas, Nevada, United States",4,Alex,,Fantastic accommodation in MGM Grand. Very near the strip with great views of the sphere.,5.0
Entire condo,4.72,"Las Vegas, Nevada, United States",4,Aj,,"AJ was very accommodating to us! When our original unit had an issue with the heating system, he let us know ahead of our arrival and offered us a different place to spend our vacation. We are thankful for that! Thanks AJ!",5.0
Entire condo,,"Las Vegas, Nevada, United States",4,Mike,,"Thank you for having us as guest of your time share, the resort was asking with no shortage of great activities. Westgate Flamingo Bay was the perfect spot for our visit back in Vegas, highly recommend",5.0
Entire condo,4.74,"Las Vegas, Nevada, United States",2,Sam,,Everything was as expected.  Would repeat!,5.0
Private room in home,4.57,"Las Vegas, Nevada, United States",1,Yonghong,,"Yonghong was a very kind and helpful host.Whatever my questions and need her help she responded easily. Shes a very good , nice and kind host.The place as well as the room matched in the picture.I highly recommended her to my friends",4.0
Entire condo,4.81,"Las Vegas, Nevada, United States",4,Las Vegas Condo Rentals,,Need some repair done,2.0
Entire home,4.88,"Las Vegas, Nevada, United States",6,Liz,,Nice place and really enjoyed the stay. Beds were comfortable and the TV was fabulous.  We found the accommodations very nice. Kitchen met all our needs. Bathrooms have been remodeled and are lovely.  Love the mirrors as you enter the home. Felt secure once inside with the double entry. Cozy comfy and glad we came. <br/>Being so close to the airport I expected flight noise and expect it at 6 am if you stay with Liz,5.0
Entire condo,4.8,"Las Vegas, Nevada, United States",4,Las Vegas Condo Rentals,,Great stay. Very quiet. Short walk to the strip and MGM Grand. Target nearby to buy some food essentials. Separate pick up area for rideshares. Secure entrance and key card needed to access elevator and floor. Relatively responsive host.<br/>The one thing I wished they had were things like a can opener. Or salt. Cooking spray. Those touches - like so many other Airbnbs - would be so appreciated.,5.0
